item_no,price,rating,title
186179,74.89,4.8,MSR WindBurner Sauce Pot - 2.5 Liter
206641,24.69,3.1,Klean Kanteen Recycled Stainless-Steel Water Bottle with Loop Cap - 40 fl. oz.
188705,10.09,4.4,SOL Mag Striker with Tinder Cord
224824,74.89,4.0,Ignik Backside Heated Seat Pad
171041,4.09,4.8,Sea to Summit Camp Cutlery 3-Piece Set
208306,229.99,4.2,JBL Xtreme 3 Portable Waterproof Speaker
186803,34.89,4.5,BioLite FirePit Prep and Grill Tool Kit
226137,20.99,0.0,Poler Camp Pillow
203863,34.89,4.6,Eureka Griddle
217461,6.89,4.6,REI Co-op Packmod Accessory Straps - Package of 2
230654,149.99,4.6,JBL Pulse 5 Speaker
205429,13.99,4.0,REI Co-op Flexlite Camp Chair Replacement Seat
782972,8.29,4.7,Sea to Summit Delta Plate
130090,379.95,3.8,MSR Elixir 3 Tent with Footprint
133870,249.00,4.3,Maui Jim Pokowai Arch Polarized Sunglasses
139478,19.95,3.3,TOAKS Titongs Set
130101,489.95,3.0,MSR Elixir 4 Tent with Footprint
227965,83.89,4.2,Sea to Summit X-Set 31 Cook and Dinnerware Set
132023,169.95,3.9,Julbo Cham Glacier Sunglasses - Matte Black
171809,127.89,4.5,NRS Master Strap Pack - Set of 22
138327,50.00,4.8,OliCamp Ion Micro Titanium Stove
143496,239.00,3.8,Suunto 9 Baro
144966,375.00,4.6,MYSTERY RANCH Glacier Pack - Women's
147309,56.95,2.7,MSR Universal Footprint 3
147259,399.95,4.5,MSR Rendezvous Sun Shield 120 Wing Shelter
147784,15.95,2.5,Platypus Big Zip EVO Filter Connect Kit
149656,34.95,4.3,ENO Deluxe Hammock Hanging Kit
147295,209.95,3.8,MSR Thru-Hiker Mesh House 1
149769,229.00,0.0,COSTA Baffin Polarized Sunglasses
149805,69.95,4.4,RovR Products BikR Kit
149891,229.00,4.5,COSTA Pescador Polarized Sunglasses
150789,3.00,4.4,Kate's Real Food Lemon Coconut Bar
152245,9.95,3.0,Gear Aid Wetsuit/Drysuit Shampoo
152925,69.00,4.0,O'NEILL Sunglasses Praia 2.0 Polarized Sunglasses - Women's
153205,950.00,0.0,Mountain Equipment Snowline Sleeping Bag
153354,12.50,3.2,Thinksport Sunscreen SPF 30 Stick
157628,69.95,4.0,Metolius Dynamic Daisy Chain
159705,133.00,3.0,Hobie Soft Cooler/Fish Bag - Small
160295,110.00,3.0,Casio G-Shock GBD800UC-5 Digital Watch
162200,39.95,4.7,Goal Zero Small Boulder Travel Case
163945,15.50,4.9,Energizer Max Alkaline AA Batteries - Package of 12
165308,74.95,4.5,GSI Outdoors Pioneer Enamelware Table Set - Black
168523,399.95,3.9,Big Agnes Salt Creek SL3 Tent
170879,27.93,3.7,Mountain Summit Gear Ground Chair
171003,799.95,3.8,MSR Access 2 Tent
204214,34.99,5.0,Big Agnes Spicer Peak 4 Footprint
218705,423.19,3.0,Sea to Summit Ikos TR3 Tent
851914,15.29,4.3,Sea to Summit XL-Bowl
221661,62.89,4.9,REI Co-op Wallace Lake Sherpa Fleece Blanket
188427,9.39,4.4,REI Co-op Nalgene Sustain Graphic Wide-Mouth Water Bottle - 48 fl. oz.
693153,1.39,4.6,REI Co-op Aluminum Hook Tent Stake
177675,55.89,4.1,REI Co-op Trailbreak Tarp - 12 x 12
182175,3.00,4.6,Jelly Belly Sours Jelly Beans - 3.5 oz.
171646,279.95,4.3,Therm-a-Rest Corus 32 Quilt
174671,48.00,2.5,Timex T100 150-Lap Digital Sports Watch
174102,9.00,4.4,Croakies XL Eyewear Retainer
178515,179.95,4.6,Morrison Outdoors Big Mo 20 Kids' Sleeping Bag - Toddlers'
181090,94.95,2.8,MSR Universal Footprint - 6-Person
180970,273.00,3.0,COSTA Tuna Alley Polarized Sunglasses
182348,17.95,4.5,Riverside 9' Cinch Straps - Package of 2
182246,13.95,4.2,AlpineAire Foods Creamy Beef &amp; Noodles - 1 Serving
182349,18.95,4.5,Riverside 12' Cinch Straps - Package of 2
182350,19.95,3.5,Riverside 15' Cinch Straps - Package of 2
182408,3.50,3.9,JOYRIDE Low Sugar Sour Fruit Gummies - 1.8 oz.
182411,20.95,4.3,Riverside 18' Cinch Straps - Package of 2
182412,21.95,4.0,Riverside 21' Cinch Straps - Package of 2
184173,90.00,3.3,Hyperice Knee Wrap
182980,24.93,0.0,Ursack Aluminum Bear Sack Liner - 15 Liters
197190,59.95,3.6,Pepper's Daybreak Polarized Sunglasses
197189,59.95,5.0,Pepper's Mojo Polarized Sunglasses
197183,49.95,0.0,Pepper's Sunset Blvd Polarized Sunglasses
197186,59.95,5.0,Pepper's Sea Dweller Polarized Sunglasses
197306,600.00,4.2,Garmin Forerunner 945 LTE
197187,59.95,4.0,Pepper's Skipper Polarized Sunglasses
197188,59.95,3.7,Pepper's Blackfin Polarized Sunglasses
197185,49.95,0.0,Pepper's Topwater Polarized Sunglasses
199245,14.25,2.9,Firepot Dal and Rice with Spinach - 2 Servings
197926,450.00,4.7,Ortovox Diract Voice Avalanche Transceiver
197927,510.00,5.0,Ortovox Diract Voice Rescue Set
198409,11.95,5.0,humangear cupCUP Dual-Mode Insulated Cup
199156,8.00,3.8,NUUN Energy Hydration Tablets - 10 Servings
199243,14.25,3.0,Firepot Chili Non Carne with Rice - 2 Servings
199244,14.25,4.0,Firepot Posh Baked Beans - 2 Servings
200287,299.00,4.0,Marmot Limelight 2P with Footprint
190073,169.95,2.3,Julbo Cham Glacier Sunglasses - Black/Grey
190510,90.00,0.0,Zempire Hurricane DA (Double-Action) Pump
191664,"1,999.00",4.8,Zempire EVO TL V2 Tent
193337,16.00,0.0,Manduka Natural Rubber Restore Spray
193833,179.95,4.6,Gregory Citro 30 H2O Hydration Pack - Men's Plus Sizes
193845,900.00,0.0,The North Face Assault 3 FUTURELIGHT Tent
194834,35.00,4.5,ZOLEO Cradle Kit
195882,29.95,0.0,CreekKooler Tow Strap
196266,149.00,4.1,Smith Shoutout Core Sunglasses
196313,399.95,3.8,Goal Zero Yeti Link Expansion Module
200339,17.00,5.0,CamelBak Reservoir Gravity Kit
200581,8.00,0.0,Chums Neoprene Patterns Eyewear Retainer
200713,359.00,4.3,Suunto 9 Peak Titanium
196262,149.00,4.1,Smith Eastbank Core Sunglasses
150377,6.19,4.4,Sea to Summit DeltaLight Insulated Mug
130233,3.89,4.3,SOL Tinder Quik
168210,29.29,4.0,REI Co-op Duck's Back Rain Cover - Extra-Large
185635,34.89,4.1,REI Co-op Half Dome SL 3+ Footprint
204442,6.89,4.5,Sea to Summit Camp Kitchen Folding Spatula
202650,52.39,0.0,REI Co-op Wonderland X Social Area Footprint
843132,79.89,4.4,Thule 13-Foot Locking Straps - Package of 2
171811,16.69,4.8,"NRS 12' x 1"" Buckle Bumper Strap - Package of 2"
714947,37.39,5.0,MSR DragonFly Expedition Service Kit
205524,79.89,5.0,Thule Nanum 18 L Pack
171812,17.49,5.0,"NRS 15' x 1"" Buckle Bumper Strap - Package of 2"
204215,41.99,0.0,Big Agnes Spicer Peak 6 Footprint
182536,47.99,5.0,"Yakima RoadShower FlexHead Shower Accessory - 30"""
165570,29.99,3.5,Sea to Summit DeltaLight Camp Set 2.2
172616,111.29,4.3,Sea to Summit Ultralight Insulated Air Sleeping Pad - Women's
201329,7.50,2.6,Hammond's Candies Super Snack Mix
204441,6.89,3.9,Sea to Summit Camp Kitchen Scrubber and Soap Set
201642,129.95,4.0,Exped Ultra 1R Sleeping Pad
202031,299.95,4.0,Helinox Bench One
782971,6.89,4.7,Sea to Summit Delta Bowl
202536,124.95,3.5,Kelty Trash Pak
202977,55.00,3.8,CamelBak Fusion 2 L Reservoir
201693,24.95,3.7,Wolfgang Man &amp; Beast DarkFloral Leash
203003,299.95,2.8,ACR Electronics Bivy Stick
203275,74.95,3.2,Kammok Roo Single Recycled Hammock
203242,249.95,4.1,Gregory Facet 55 Pack - Women's
204367,245.00,0.0,Mountain Equipment Aerostat Down 7.0 Sleeping Pad
204213,75.00,0.0,Big Agnes Fly Creek HV UL2 Bikepack Footprint
204368,270.00,0.0,Mountain Equipment Aerostat Down 7.0 Ultra Sleeping Pad
204369,175.00,0.0,Mountain Equipment Aerostat Synthetic 7.0 Sleeping Pad
204370,195.00,0.0,Mountain Equipment Aerostat Synthetic 7.0 Ultra Sleeping Pad
204384,700.00,4.9,COROS VERTIX 2
205221,17.95,4.1,Badger SPF 40 Kids' Mineral Sunscreen Cream - 2.9 fl. oz.
205079,17.95,4.5,Badger SPF 40 Baby Mineral Sunscreen Cream - 2.9 fl. oz.
205080,11.95,3.7,Badger SPF 35 Kids' Mineral Sunscreen Face Stick - 0.65 oz.
205491,59.95,3.0,Ruffwear Swamp Cooler Zip Dog Vest
205862,230.00,0.0,Rab Solar Ultra 2 Sleeping Bag - Men's
205869,400.00,0.0,Rab Neutrino 400 Sleeping Bag - Women's
205868,230.00,5.0,Rab Solar Ultra 2 Sleeping Bag - Women's
206322,199.00,2.5,The North Face Wawona Front Porch Vestibule
206683,42.95,3.5,Cocoon Egyptian Cotton MummyLiner
207095,19.95,5.0,Puffin Puffy Vest Drinkwear
206016,179.95,2.8,Ultimate Direction Fastpack 30 Pack
207250,209.00,0.0,COSTA Antille Polarized Sunglasses
206781,524.93,0.0,Osprey UNLTD AntiGravity 64 Pack - Women's
207273,29.93,4.7,RovR Products BikR Arm
207292,229.00,0.0,COSTA Santiago Polarized Sunglasses
205428,13.99,4.1,REI Co-op Flexlite Air Chair Replacement Seat
204418,13.89,3.5,Sea to Summit X-Brew Coffee Dripper
150376,33.49,4.3,Sea to Summit DeltaLight Camp Set 4.4
196063,41.89,3.8,Sea to Summit Alpha Cookset 1.1
191715,55.89,4.5,Sea to Summit Telos TR3 Bigfoot Footprint
184794,67.39,3.8,"MSR WindBurner Ceramic 8"" Skillet"
204378,71.99,0.0,HART Outdoor Disaster First Aid Kit
205525,95.89,4.8,Thule Nanum 25 L Pack
198606,1.39,4.1,Ignik Hand Warmers - 1 Pair
213905,49.99,3.9,JBL Endurance Race TWS Active Spot Earbuds
111936,15.29,4.7,Sea to Summit X-Seal &amp; Go Container - Large
186663,209.93,4.6,Gregory Kalmia 50 Pack - Women's
184904,209.93,4.7,Mountain Hardwear PCT 50 L Pack - Women's
185310,186.93,4.3,Granite Gear Perimeter 50 Pack - Men's
185401,186.93,4.2,Granite Gear Perimeter 50 Pack - Women's
693154,1.39,4.8,REI Co-op Steel Stake
227454,5.19,4.4,Owala Bottle Boot - 24 oz.
186706,19.95,4.9,Hydro Flask Serving Spoons - Set of 2
187526,229.93,4.9,Gregory Katmai 65 Pack - Men's Plus Sizes
189403,59.95,5.0,Eureka Northern Breeze 10 Screenhouse Snap-In Floor
188012,51.25,4.0,Mountain House Classic Spaghetti with Meat Sauce - 10 Can (7 Servings)
189030,"1,999.95",3.9,Thule Tepui Foothill Tent
189404,89.95,3.7,Eureka Northern Breeze 12 Screenhouse Floor
189673,14.95,3.6,GSI Outdoors Halulite Aluminum Cup - 14 fl. oz.
189674,19.95,3.5,GSI Outdoors Halulite Aluminum Bottle Cup - 20 fl. oz.
189716,18.00,3.0,Manduka Botanical Disinfecting Cleaner - 8 fl. oz.
190068,139.95,4.8,Julbo Fury Sunglasses
207299,129.00,0.0,O'NEILL Sunglasses Blueshore Polarized Sunglasses
207490,14.95,3.2,AlpineAire Foods Ginger Stir Fried Rice with Beef - 1 Serving
207632,14.95,2.8,AlpineAire Foods Chilaquiles Verdes with Carnitas - 1 Serving
207293,209.00,0.0,COSTA Caleta Polarized Sunglasses - Women's
207297,129.00,3.3,O'NEILL Sunglasses Bluelyn Polarized Sunglasses
207672,160.00,5.0,Ray-Ban RB2027 Predator 2 Sunglasses
207690,49.95,4.1,Pepper's Topwater Floating Polarized Sunglasses
207689,49.95,3.5,Pepper's Hightide Floating Polarized Sunglasses
207701,5.95,3.8,Hello! I'm Ugly 100% Upcycled Dried Fruit - 4 oz.
207762,183.00,5.0,Oakley Sutro S Prizm Sunglasses
207764,194.00,0.0,Oakley Turbine Rotor Sunglasses
207817,18.95,2.3,Thinksport Kids' All Sheer Mineral SPF 50 Sunscreen Spray
207947,12.00,1.9,Trailtopia Jambalaya Dinner - 2 Servings
190153,7.49,4.8,HydraPak Plug-N-Play Cap
782242,6.89,4.6,Sea to Summit Alpha Light Spork
224722,22.39,3.7,Klean Kanteen Rise Tumbler with Flip Lid - 16 fl. oz.
218024,67.39,4.5,Gregory Nano 22 H2O Hydration Pack - Plus Size
401134,20.89,4.3,MSR Alpine Stowaway Pot - 1.1 Liters
171709,11.89,5.0,"NRS 4' x 1"" Heavy-Duty Strap - Package of 2"
171808,59.89,5.0,NRS Mini Strap Pack
792158,13.89,4.5,Sea to Summit Alpha Light Spork and Knife Set
401133,18.69,4.4,MSR Alpine Stowaway Pot - 0.775 Liters
843133,71.89,4.6,Thule 10-Foot Locking Straps - Package of 2
204377,6.69,5.0,HART Outdoor Pocket First-Aid Kit
889972,31.39,3.8,Sea to Summit X-Pan - 8 in.
849683,7.39,2.9,MSR Handheld Piezo Igniter
204443,6.89,4.9,Sea to Summit Camp Kitchen Serving Spoon
206297,38.49,5.0,Stanley Even-Heat Essential Cookset
227723,24.69,3.8,Klean Kanteen Rise Mug with Flip Lid - 14 fl. oz.
869419,79.89,3.7,SPOT Trace
195357,12.69,2.3,SOL Fire Lite Fire-Starting Kit in Dry Bag
188704,5.99,4.3,SOL Fire Lite Reflective Tinder Cord - Utility Grade
207901,13.49,4.1,SOL Flat Pack Bucket - 10 Liters
226763,27.89,4.4,REI Co-op Flash 18 Pack - Latino Outdoors Edition
196085,41.89,4.2,Sea to Summit Alpha Pot - 2.7 Liters
794090,13.19,3.3,Sea to Summit Delta InsulMug
218759,89.99,1.0,Deuter Trail 16 SL Pack - Women's
165569,13.89,5.0,Sea to Summit DeltaLight Solo Set
226964,14.89,4.6,Coast DX377 Fine-Edge Folding Knife
208273,279.00,0.0,Maui Jim Alenuihaha Polarized Sunglasses
114923,13.39,4.5,MSR PanHandler Pot Lifter
198603,2.89,3.1,Ignik Foot Warmers - 1 Pair
230653,29.99,4.1,JBL Vibe Buds True Wireless Earbuds
813510,3.89,4.1,SOL Duct Tape
208275,299.00,0.0,Maui Jim Cheetah 5 Polarized Sunglasses - Women's
209484,247.50,2.0,Benchmade 317 Weekender SlipJoint G10 Knife
208276,299.00,0.0,Maui Jim Joy Ride Polarized Sunglasses - Women's
210042,"1,359.95",4.8,BioLite BaseCharge 1500 Portable Power Station
213800,3.95,4.1,A Dozen Cousins Rice Cooked in Bone Broth - 1 Serving
213933,15.95,4.5,Foothill Fuels Bio-White Gas Fuel
210823,60.00,0.0,Dometic GO Soft-Sided 10 L Storage Bin
212029,4.00,3.4,Jelly Belly Assorted Gummies
214943,800.00,4.0,The North Face Assault 2 FUTURELIGHT Tent
214418,13.95,3.8,Grounds &amp; Hounds Coffee Co. Espresso Infused Caramels
214944,900.00,4.7,The North Face Assault 3 FUTURELIGHT Tent
215584,10.00,4.5,"Nite Ize GearPro Utility Strap - 24"""
215891,70.00,0.0,Big Agnes Crag Lake 3 Footprint
215896,50.00,0.0,Big Agnes Gold Camp 3 Footprint
215886,249.95,5.0,Big Agnes Gold Camp 5 Tarp
215897,60.00,0.0,Big Agnes Gold Camp 5 Footprint
189407,41.89,4.2,Eureka Space Camp 4-Person Tent Footprint
153231,8.89,3.5,Klean Kanteen Cafe Cap
218707,55.89,0.0,Sea to Summit Ikos TR3 BigFoot Footprint
198604,1.39,3.6,Ignik Toe Warmers - 1 Pair
204216,55.99,4.5,Big Agnes Wyoming Trail 2 Footprint
191713,55.89,4.5,Sea to Summit Telos TR2 Bigfoot Footprint
171801,13.49,5.0,"NRS 9' x 1"" Heavy-Duty Strap - Package of 2"
168737,4.79,4.6,REI Co-op Trekking Pole Baskets - Pair
149216,27.99,4.2,Stanley Adventure Series Prep+Eat 9-Piece Frying Pan Set
204217,69.99,3.0,Big Agnes Wyoming Trail 4 Footprint
714949,37.39,4.8,MSR XGK Expedition Service Kit
226727,3.39,0.0,REI Co-op Sternum Strap Replacement
206646,4.39,4.7,Klean Kanteen Steel Straws - Package of 2
171707,10.29,5.0,"NRS 2' x 1"" Heavy-Duty Strap - Package of 2"
182535,39.99,3.0,"Yakima RoadShower FlexHead Shower Accessory - 19"""
215900,199.95,5.0,Big Agnes Gold Camp 3 Tarp
215911,30.00,4.3,Skullcandy Dime 2 True Wireless Earbuds
171813,19.09,5.0,"NRS 20' x 1"" Buckle Bumper Strap - Package of 2"
215904,249.00,0.0,Maui Jim Anuenue Polarized Sunglasses - Women's
215912,80.00,3.9,Skullcandy Grind True Wireless Earbuds
216144,140.00,0.0,Casio G-Shock GBA-900 Digital/Analog Watch
216145,330.00,3.5,Casio G-Shock MOG Rangeman Digital Watch
216763,599.95,0.0,MSR Habiscape 6 Tent
206513,159.19,0.0,Yakima OpenRange Leg Kit
202928,86.79,0.0,REI Co-op Half Dome 3 Plus Tent (2018-2020) Replacement Rainfly
189387,39.89,5.0,Sea to Summit Alto TR2 Lightfoot Footprint
191698,47.89,5.0,Sea to Summit Alto TR1 Bigfoot Footprint
190391,12.69,0.0,"NRS 6' x 1"" Loop Straps - Package of 2"
218364,486.69,0.0,FLATED Air-Deck Raised Platform Bed - Medium
191700,47.89,4.7,Sea to Summit Alto TR2 Bigfoot Footprint
191711,479.19,3.2,Sea to Summit Alto TR 2 Plus Tent
191699,439.19,3.0,Sea to Summit Alto TR1 Plus Tent
218704,343.19,3.8,Sea to Summit Ikos TR2 Tent
218706,47.89,0.0,Sea to Summit Ikos TR2 BigFoot Footprint
171802,14.29,0.0,"NRS 12' x 1"" Heavy-Duty Strap - Package of 2"
753989,5.49,3.4,REI Co-op Trekking Pole Basket - Pair
190390,11.89,1.0,"NRS 4' x 1"" Loop Straps - Package of 2"
171706,9.49,5.0,"NRS 1' x 1"" Heavy-Duty Strap - Package of 2"
171708,11.09,4.8,"NRS 3' x 1"" Heavy-Duty Strap - Package of 2"
205444,11.19,2.0,Ignik Refillable Lighter
753993,3.39,3.9,REI Co-op Trekking Pole Tip Covers
171810,15.89,4.7,"NRS 9' x 1"" Buckle Bumper Strap - Package of 2"
199258,31.89,0.0,Thule Sapling Raincover
217462,10.39,5.0,REI Co-op Packmod Hipbelt Extender
189389,39.89,5.0,Sea to Summit Alto TR1 Lightfoot Footprint
199257,39.89,0.0,Thule Sapling Sling Pack
216371,20.89,2.3,REI Co-op Trailmade 1 Footprint
171806,28.69,5.0,"NRS 12' x 1"" Heavy-Duty Strap - Package of 4"
189390,47.89,4.4,Sea to Summit Telos TR3 Lightfoot Footprint
189405,27.89,4.7,Eureka Copper Canyon LX 4-Person Tent Footprint
217289,140.00,3.3,CamelBak Fourteener 24 Hydration Pack - Women's
217719,199.95,3.7,Leki Black Series Carbon Trekking Poles - Pair
217798,529.00,2.9,Marmot Limestone 6-Person Tent
182537,15.99,2.5,Yakima RoadShower On-Off Elbow
218018,129.95,4.3,Gregory Maya 20 Pack - Women's Plus Size
190392,14.29,5.0,"NRS 9' x 1"" Loop Straps - Package of 2"
189408,48.89,4.3,Eureka Space Camp 6-Person Tent Footprint
218712,749.00,4.0,HEST Dually Roof-Top Tent Sleeping Pad
218992,2.00,5.0,UCO ECO Camp Knife
219477,6.00,4.3,Oberto Natural Bacon Jerky
218583,42.00,0.0,Osprey Hydraulics Lumbar Reservoir - 1.5 Liters
220184,89.00,4.1,Sunski Velo Polarized Sunglasses
220185,49.95,1.0,LuminAID Bloomio Twist Bluetooth Solar Lantern
219010,157.00,0.0,Oakley Leffingwell Sunglasses
220711,60.00,0.0,OliCamp Electron Stove with LT Pot Combo
220716,95.00,0.0,OliCamp Ion Stove with Titanium Space Saver Pot
220647,400.00,3.9,Camp Chef Italia Artisan Pizza Oven
220676,9.50,2.6,Coghlan's Multi Spice
220719,60.00,4.5,OliCamp Vector Stove with XTS Pot Combo
220693,59.95,4.1,Tifosi Swank XL Polarized Sunglasses
220731,50.00,0.0,OliCamp Titanium Space Saver Pot with Lid - 900 ml
220770,24.95,0.0,Wolfgang Man &amp; Beast WolfMountain Dog Leash
221131,17.95,5.0,Wolfgang Man &amp; Beast FeatheredFriend Dog Collar
221157,349.95,0.0,Thule Approach Awning - Small/Medium
221132,17.95,0.0,Wolfgang Man &amp; Beast PackLeader Dog Collar
220769,24.95,0.0,Wolfgang Man &amp; Beast FeatheredFriend Dog Leash
178747,8.89,3.3,Klean Kanteen TKWide Twist Cap
191486,83.29,3.7,Sea to Summit Ultralight Self-Inflating Sleeping Pad - Women's
189388,47.89,4.1,Sea to Summit Telos TR2 Lightfoot Footprint
191712,47.89,3.3,Sea to Summit Escapist Groundsheet
224902,6.59,0.0,SOL Fire Lite Fuel Cubes - Box
153232,8.89,2.3,Klean Kanteen TKWide Chug Cap
206559,14.89,4.4,Klean Kanteen Recycled Stainless-Steel Water Bottle with Loop Cap - 27 fl. oz.
206560,33.69,4.2,Klean Kanteen TKWide Recycled Insulated Water Bottle with Twist Cap - 32 fl. oz.
152790,363.29,4.6,Sea to Summit Ascent AcIII 0 Sleeping Bag
152794,279.29,4.9,Sea to Summit Altitude Atl 25 Sleeping Bag  - Women's
868692,183.19,4.8,Sea to Summit Escapist Tarp Shelter
201639,134.89,4.3,Exped Dura 5R Duo Sleeping Pad
164383,62.89,4.4,REI Co-op Flexlite Camp Boss Chair
191473,342.29,4.8,Sea to Summit Ember Ultralight 25F Down Quilt
217490,97.29,4.6,REI Co-op Siesta Hooded 20 Sleeping Bag
201962,27.89,4.4,REI Co-op Flash 18 Pack
211698,299.99,4.1,Garmin Instinct 2S Solar GPS Watch
185567,97.29,4.5,REI Co-op Traverse 32 Pack - Men's
216573,139.29,4.2,REI Co-op Flash 55 Pack - Women's
152689,125.29,3.9,Sea to Summit Trailhead ThII 30 Sleeping Bag
199256,303.89,4.4,Thule Sapling Child Carrier
203238,299.89,4.6,Gregory Baltoro 85 Pro Pack - Men's
221434,69.95,0.0,CEP Max Support Compression Knee Sleeve
221159,159.95,0.0,Thule Anti-Condensation Mat - Medium
221160,149.95,0.0,Thule Anti-Condensation Mat - Small
221311,69.95,4.0,Thule Shoe Organizer
221431,29.95,0.0,CEP Compression Ankle Sleeve
221158,179.95,0.0,Thule Anti-Condensation Mat - Large
221436,39.95,0.0,CEP Mid Support Compression Patella Strap
222338,279.00,4.7,Maui Jim Kaiwi Channel Polarized Sunglasses
222895,139.95,0.0,Exped Ultra 1R Mummy Sleeping Pad
222900,399.95,0.0,Exped Trekkinglite 15 Sleeping Bag
222902,16.95,4.0,Raw Elements Mineral Sunscreen Tinted Face Stick
222901,20.95,0.0,Raw Elements Mineral Sunscreen Tinted Facial Moisturizer
221678,14.25,3.0,Firepot Tuscan Stew - 2 Servings
221807,170.00,5.0,Julbo Ultimate Sunglasses
223061,329.95,0.0,Exped Trekkinglite 32 Sleeping Bag
223062,59.00,5.0,Herzog Silicone Leash - Black - 6 ft.
223966,6.50,5.0,JOYRIDE Golly Lolli's - 12 Count
223968,3.50,2.3,JOYRIDE Zero Sugar Peachy Mango Rings
225041,29.93,0.0,Better Battery Co. Better Battery Pack
225043,30.00,0.0,Barebones Enamel Tumblers - Package of 2
225084,150.00,3.0,Rumpl CozyHemp Blanket
225646,30.00,0.0,Cycle Dog Waterproof Reflective Dog Collar
225647,30.00,1.3,Cycle Dog Waterproof Reflective Leash
226669,60.00,4.7,GreenPan 3-Piece Essentials Prep Set
227246,500.00,5.0,Garmin GPSMAP 67
226149,299.00,0.0,Hotronic XLP 1C Power Set
226150,429.00,0.0,Hotronic XLP 2C BT Power Set
226670,50.00,0.0,GreenPan 3-Piece Knife and Board Set
227547,19.95,4.1,Kuju Coffee Basecamp Blend Ground Coffee - 10 oz.
226190,24.95,5.0,outdoor element Charlotte's Webbing Camp Organizer
120236,76.29,3.3,Sea to Summit Ultralight SI Sleeping Pad
198917,149.19,4.1,Selk'Bag Original Recycled Wearable Sleeping Bag
221819,11.89,4.2,PackTowl Personal Towel
130029,55.29,4.4,Sea to Summit Camp Self-Inflating Sleeping Pad
136216,69.89,4.6,REI Co-op Camp Blanket
227732,629.00,4.5,Suunto Vertical
151400,37.39,4.4,Sea to Summit Aeros Premium Pillow
168209,20.89,4.6,REI Co-op Duck's Back Rain Cover - Small
227733,839.00,3.0,Suunto Vertical Titanium Solar
227914,269.95,0.0,Snow Peak Teppanyaki Burner
227920,169.95,0.0,Snow Peak Gabbing Stand
227919,86.95,0.0,Snow Peak Micro Pot
227921,99.95,0.0,Snow Peak Kitchen Tool Set
227922,139.95,0.0,Snow Peak Pack &amp; Carry XL Canvas Bag
227924,149.95,0.0,Snow Peak Pack &amp; Carry S Fireplace
227923,259.95,0.0,Snow Peak Pack &amp; Carry L Fireplace
825321,10.50,4.9,Energizer MAX Alkaline AA Batteries - Package of 8
824188,100.00,4.1,Camp Chef Barbecue Grill Box with Lid - Single Burner
731088,8.93,3.7,Hotronic Heat-Ready Insoles
825354,7.50,4.8,Energizer CR2032 3V Coin Cell Lithium Batteries - Package of 2
743041,2.95,4.7,Haribo Gummi Bears - Large
773647,11.45,3.3,Maxim 5mm Accessory Cord - Package of 30 ft.
848056,4.50,3.0,GSI Outdoors Pack Spatula
849591,219.95,4.5,Hennessy Hammock Explorer Deluxe Asym Zip Hammock
719571,15.95,4.9,Energizer NiMH AAA Rechargeable Batteries - Package of 4
825326,10.95,4.9,Energizer MAX Alkaline C Batteries - Package of 4
851156,13.95,4.7,Energizer 123 Lithium Batteries - Package of 2
825356,22.95,4.8,Energizer 123 Lithium Batteries - Package of 6
874773,16.00,3.8,Croakies Arc Endless Eyewear Retainer - XL/XXL
889952,29.95,2.0,Delkin Devices UHS-I microSDXC Preferred Outdoor Memory Card with SD Adapter - 64 GB
894220,194.00,5.0,Oakley Flak 2.0 XL Sunglasses
229871,3.50,0.0,JOYRIDE ZERO Sugar Berry Gummy Guppies
895693,21.93,3.3,Ursack Aluminum Bear Sack Liner - 10 Liters
435490,2.00,3.3,Smith No-Fog Cloth
215276,3.00,3.0,Jelly Belly Cocktail Classics Jelly Beans
191899,3.50,3.5,JOYRIDE Low Sugar Sour Worms - 1.8 oz.
674920,3.75,4.3,Coghlan's 8mm Stretch Cords with Hooks - Package of 2
188956,3.50,3.4,Trailtopia Blueberry Oatmeal - 1 Serving
207435,3.95,2.5,Hammond's Candies Milk Chocolate Bar
213932,3.95,4.4,A Dozen Cousins Seasoned Refried Beans - 2 servings
602120,3.95,4.8,Speedy Stitcher Fine Waxed Thread for Awl
825322,5.50,4.9,Energizer MAX Alkaline AA Batteries - Package of 4
519363,1.00,4.8,Loucks Sesame Seed Snaps
116373,3.00,4.5,Kate's Real Food Peanut Butter Hemp &amp; Flax Bar
215567,7.95,5.0,Noso Sun Patch
228107,89.95,0.0,Gerber Hiking Collection Combo Kit
182174,3.00,4.9,Jelly Belly 20 Flavors Jelly Beans - 3.5 oz.
228341,18.00,0.0,kin+kind Pee+Stain+Odor Destroyer - Fabric and Carpet
228342,15.00,0.0,kin+kind Skunk Odor Eliminator Natural Dog and Cat Shampoo
228655,19.95,4.7,InfinityLab InstantCharger 20W 1 USB
228659,14.95,4.8,InfinityLab InstantConnect USB-A to USB-C Charging Cable
228658,19.95,4.7,InfinityLab InstantConnect USB-A to Lightning Charging Cable
228343,15.00,0.0,kin+kind Soothing Natural Waterless Dog Bath
228660,24.95,4.8,InfinityLab InstantConnect USB-C to Lightning Charging Cables
228671,19.95,4.8,InfinityLab InstantConnect USB-C to USB-C Charging Cable
231451,180.00,4.8,Monster DNA Max Wireless Speaker with Wireless Charging Kit
231452,150.00,4.9,Monster DNA One Wireless Speaker with Wireless Charging Kit
